2025-05-13 14:31:29,741 INFO django.utils.autoreload Watching for file changes with StatReloader
2025-05-13 14:32:25,922 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-13 14:32:25,926 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-13 14:32:25,926 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-13 14:32:25,926 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-13 14:32:25,932 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-13 14:32:25,936 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-13 14:32:25,936 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-13 14:32:25,936 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-13 14:32:45,552 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-13 14:32:45,562 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-13 14:32:45,562 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-13 14:32:45,563 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-13 14:32:45,569 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-13 14:32:45,573 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-13 14:32:45,573 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-13 14:32:45,573 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-13 14:33:19,820 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-13 14:33:19,824 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-13 14:33:19,825 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-13 14:33:19,853 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-13 14:33:19,855 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-13 14:33:19,863 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-13 14:33:19,876 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-13 14:33:19,877 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-13 15:18:22,938 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-13 15:18:22,942 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-13 15:18:22,943 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-13 15:18:22,943 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-13 15:18:22,960 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-13 15:18:22,967 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-13 15:18:22,967 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-13 15:18:22,968 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-13 16:03:49,787 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-13 16:03:49,792 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-13 16:03:49,793 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-13 16:03:49,793 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-13 16:03:49,799 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-13 16:03:49,806 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-13 16:03:49,806 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-13 16:03:49,807 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 10:58:03,269 INFO django.utils.autoreload Watching for file changes with StatReloader
2025-05-14 10:58:08,474 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 10:58:08,478 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 10:58:08,478 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 10:58:08,478 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 10:58:08,485 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 10:58:08,488 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 10:58:08,489 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 10:58:08,489 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 10:58:09,254 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 10:58:09,261 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 10:58:09,261 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 10:58:09,261 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 10:58:09,267 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 10:58:09,271 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 10:58:09,271 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 10:58:09,272 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:03:37,335 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:03:37,338 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:03:37,350 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:03:37,354 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:03:37,366 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:03:37,373 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:03:37,372 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:03:37,374 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:03:42,062 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:03:42,067 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:03:42,067 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:03:42,068 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:03:42,075 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:03:42,079 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:03:42,079 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:03:42,080 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:03:46,239 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:03:46,243 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:03:46,243 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:03:46,244 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:03:46,251 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:03:46,255 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:03:46,255 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:03:46,255 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:07:34,021 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:07:34,045 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:07:34,045 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:07:34,046 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:07:34,068 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:07:34,077 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:07:34,077 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:07:34,078 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:07:40,304 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:07:40,310 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:07:40,311 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:07:40,311 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:07:40,317 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:07:40,321 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:07:40,321 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:07:40,322 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:08:54,017 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:08:54,023 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:08:54,023 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:08:54,024 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:08:57,041 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:08:57,043 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:08:57,043 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:08:57,044 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:08:57,050 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:08:57,054 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:08:57,054 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:08:57,055 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:08:58,111 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:08:58,115 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:08:58,115 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:08:58,116 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:08:58,123 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:08:58,127 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:08:58,127 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:08:58,127 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:08:58,794 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:08:58,798 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:08:58,798 WARNING django.server "GET /api/studentCourse/courses/available_courses/ HTTP/1.1" 404 6084
2025-05-14 11:08:58,799 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
2025-05-14 11:08:58,805 WARNING django.request Not Found: /api/studentCourse/courses/available_courses/
2025-05-14 11:08:58,808 WARNING django.request Not Found: /api/studentCourse/courses/
2025-05-14 11:08:58,809 WARNING django.server "GET /api/studentCourse/courses/ HTTP/1.1" 404 6030
